avg_reflectance(%),uniformity(%),max_high_angle_R(%),delta_R_temp(%),avg_stress(MPa),layer1_thickness(nm),layer2_thickness(nm),layer3_thickness(nm),layer4_thickness(nm),layer5_thickness(nm),layer6_thickness(nm),layer7_thickness(nm)
16.0586,5.5905,18.1409,0.0005,36.5781,25.9093,36.2162,26.7523,49.5581,38.2102,62.1403,112.4768
9.4328,2.7861,9.4127,0.0031,34.0842,20.0878,33.2159,40.4869,60.3697,28.7163,63.3959,41.3508
0.7638,90.6198,0.6706,0.0043,31.6998,56.0243,39.9308,21.4723,55.6597,20.1418,138.3132,20.1870
16.9189,1.1275,17.3092,0.0019,38.6389,38.5647,24.4340,34.5691,20.4520,48.7376,63.8508,111.2722
4.6916,19.2668,7.2293,0.0062,28.2929,20.0055,137.8745,20.4480,136.3316,20.9234,139.5064,20.1640
18.6468,1.7619,19.6862,0.0016,37.3913,26.0097,41.9623,28.3040,24.1687,44.9488,62.1865,109.7096
18.6980,1.1630,18.8906,0.0022,36.8890,22.3277,43.6261,27.2257,31.8543,44.2320,62.4825,108.4382
0.4052,132.7695,2.4280,0.0021,33.0825,54.8485,39.5029,20.9782,38.2539,42.8848,126.8165,20.0308
0.4599,51.3845,1.1515,0.0006,39.9560,58.3302,33.9294,28.2376,35.1453,64.3269,20.0862,113.4781
1.7934,64.0104,4.9499,0.0071,29.4186,20.4460,75.6015,26.8936,109.4982,23.1813,139.5972,21.5577
2.9855,113.2535,15.0330,0.0102,28.7694,20.0172,139.8043,26.8829,108.4369,20.0217,139.4609,23.1197
2.9786,108.9204,14.6502,0.0107,28.7484,20.0059,138.3582,29.1541,108.9537,20.0622,139.5895,20.0160
1.4423,70.9318,4.6699,0.0063,29.7092,52.7102,108.8993,20.5754,129.4994,22.4548,137.6770,20.0832
10.3237,5.0327,11.9746,0.0033,30.5418,28.6028,47.2058,23.7654,138.8362,20.1860,135.8677,50.8341
15.0144,6.9020,17.3544,0.0004,36.0321,22.5776,44.8726,20.7153,50.8675,38.4949,62.5851,112.9785
3.9682,37.3798,9.8175,0.0043,29.1743,20.3228,135.7283,26.3228,126.7167,20.0125,68.6813,20.6820
6.4324,50.1210,2.0231,0.0179,28.7236,22.5495,139.8237,26.9102,139.5934,20.0001,113.3195,20.3880
1.1184,39.5356,0.3422,0.0030,40.8322,61.0324,30.6903,91.0842,32.2111,61.7624,20.3186,102.2505
1.2448,37.8795,0.3156,0.0028,40.6808,61.0324,29.4543,92.0066,32.2111,58.3676,25.8151,106.1928
12.7245,1.6876,13.5130,0.0017,36.9630,20.5173,26.3236,50.8496,22.3446,45.0067,61.5805,47.7301
2.3737,94.8606,0.2137,0.0094,34.4494,60.4225,32.7486,27.5817,51.0730,25.5776,139.4539,86.3892
4.9712,14.2575,4.8432,0.0048,28.2287,20.0002,139.9802,20.0000,140.0000,20.0228,135.6918,20.0000
20.6222,4.7796,23.0370,0.0013,31.4415,20.5701,43.2906,27.7325,102.2128,29.6289,131.6621,53.7484
17.7977,5.8430,20.5632,0.0004,34.1160,22.0212,36.5764,30.5701,48.4736,20.0061,67.9729,55.5692
14.3194,7.4064,16.8991,0.0002,35.2365,20.0202,44.6551,20.0378,58.8720,24.9673,68.4853,115.3205
13.9940,5.9113,16.4947,0.0010,33.2094,20.0240,41.1660,20.1005,60.8897,21.9155,67.4829,56.0039
0.3603,152.2237,2.5864,0.0020,33.1281,55.3158,39.5029,20.0945,38.2378,42.8848,124.2818,20.0185
4.3673,26.7933,4.1026,0.0074,28.6023,20.0004,139.3417,29.9232,131.7693,20.0091,139.7935,20.3352
22.2041,2.7738,23.8748,0.0017,31.9043,26.5063,35.5934,30.2608,101.6529,28.8246,134.2721,57.5567
0.9309,114.8658,4.9849,0.0033,30.4499,51.2904,39.6299,22.2111,125.9092,20.0280,137.8055,20.0927
11.2215,1.3779,11.3874,0.0037,32.1537,21.5092,57.1323,20.2674,83.3137,20.1488,71.7347,56.2318
7.6365,42.8532,1.7755,0.0181,28.6880,29.1430,139.9158,20.0099,139.1367,20.0265,115.5327,20.0327
1.0516,25.5809,0.5966,0.0022,40.3113,59.6055,30.9176,93.2540,33.8933,56.2560,31.6070,105.7460
3.1244,71.1877,10.5260,0.0117,28.7319,20.0386,139.8038,26.8829,117.5965,20.9017,139.4609,23.2155
4.2405,13.8337,6.1205,0.0057,28.3592,20.1382,139.2366,22.2523,134.2324,20.2792,136.9379,20.1761
0.4208,119.8847,2.4046,0.0021,31.6522,54.9420,37.5013,20.0875,56.6980,20.1006,136.8904,20.0396
5.9389,35.1489,4.1858,0.0131,28.4473,20.5133,139.9042,22.1394,138.5295,20.5843,122.6938,20.3035
8.2552,11.5925,10.8257,0.0005,38.1680,20.1793,27.8765,53.7682,31.9526,43.4536,57.9928,109.6872
0.9444,20.9690,0.7219,0.0022,39.7965,60.5918,29.2868,93.8652,33.7144,58.6001,28.6717,47.6238
3.0438,103.3537,14.5050,0.0100,28.7323,20.0275,138.2860,26.7659,113.8683,20.0618,138.6968,22.8189
7.8204,13.1813,10.6121,0.0009,32.7894,20.0995,56.6456,20.0249,70.8719,26.3722,72.2362,60.9310
0.8943,35.3021,1.9703,0.0012,39.6182,57.3804,33.9294,22.8407,35.1542,64.0091,20.0862,97.9740
12.9669,1.9912,13.2635,0.0019,36.9072,20.5173,31.8989,49.6802,20.3171,49.3465,61.5805,47.8899
9.0590,1.9752,9.5114,0.0032,36.1223,20.0878,31.3559,40.4869,60.3697,28.7163,63.3959,105.0504
18.5211,1.4884,18.9868,0.0024,33.2573,20.1031,43.5603,27.8111,48.0729,20.0485,73.7513,48.3329
1.5884,81.1134,6.4217,0.0056,29.4235,20.0731,77.1777,26.8946,102.3744,23.6251,139.6127,20.0442
7.5291,5.4816,9.0241,0.0023,38.3667,20.2108,39.8671,54.8237,23.4271,47.8686,57.9862,121.4879
0.6203,104.4060,2.9028,0.0040,30.7033,57.3143,34.9806,20.3020,125.4748,20.0141,138.7137,21.7153
2.1003,56.6171,4.4533,0.0075,29.2653,20.3876,77.9181,27.1268,107.0928,20.1594,138.9240,20.1363
3.1380,64.7616,9.9850,0.0107,28.7693,20.0529,139.4209,27.4262,118.9489,20.0025,138.8860,24.7734
7.1692,3.8275,8.2009,0.0026,38.4033,20.2108,39.8429,56.3941,23.2266,47.8686,57.9862,121.4879
2.4556,57.2464,0.7235,0.0069,30.3827,62.0355,99.6203,28.6865,130.5418,20.2724,135.3460,23.6013
2.9728,90.0768,12.8409,0.0107,28.6855,20.0275,139.8673,26.4598,114.5513,20.0665,138.9094,22.3003
2.0784,54.2112,4.2134,0.0073,29.3287,20.2386,79.3077,26.2871,105.8407,20.0423,139.6260,23.1409
3.0240,114.1606,15.1624,0.0102,28.7077,20.0475,139.9900,26.2203,108.4377,20.1154,139.9004,21.9901
1.7189,104.5988,8.5108,0.0041,29.3706,20.0731,75.5578,26.8944,102.3131,20.8464,139.6127,20.9664
2.0281,52.9341,5.2674,0.0067,29.5304,21.3837,73.6677,28.5965,110.5554,20.0411,136.9531,24.0389
18.9086,6.1759,17.7935,0.0086,29.1192,20.9656,105.7927,28.5048,103.3595,20.1076,139.3718,20.8235
8.1898,12.7773,10.9364,0.0008,32.7648,20.7377,55.5519,20.1091,70.8719,25.2188,71.9055,59.7985
2.9531,113.3291,14.9004,0.0103,28.8069,20.0551,139.8673,28.4084,105.4337,20.1269,139.5967,21.8973
13.6916,4.2988,15.6062,0.0008,36.7069,20.5172,26.2659,50.8432,22.4088,38.1197,62.7067,47.7497
22.1604,3.6041,24.2749,0.0014,31.9318,27.3474,35.5482,30.2608,101.6529,28.8246,134.2532,57.5567
11.4424,4.8776,13.3446,0.0010,38.1194,20.0853,24.9677,50.2681,29.4646,42.4797,59.0450,103.5377
19.8778,4.5830,22.3180,0.0039,30.4718,22.3901,44.4543,23.8498,107.9650,20.1598,137.3587,42.7412
0.4723,77.7488,1.4206,0.0009,39.7899,58.3302,33.8536,28.0345,39.0778,64.3269,20.0862,113.3546
19.3466,3.6756,20.3618,0.0014,32.0711,20.0694,40.9996,20.6728,42.6506,20.0217,64.0981,20.0431
7.5294,12.0357,9.7342,0.0003,38.4678,20.1657,24.9840,57.5332,28.8329,45.1034,59.1331,110.0744
3.3304,76.2207,12.9023,0.0083,28.3763,20.3314,139.9431,20.8553,122.2161,20.0006,138.3529,20.1581
0.5781,110.6091,3.1093,0.0035,30.8932,56.8436,34.2133,21.8523,125.5665,20.4175,136.5889,24.6974
18.4396,2.2109,19.4892,0.0015,33.7547,22.8023,41.9245,20.0760,50.3676,28.6822,67.5749,52.8985
8.9184,4.3757,8.9341,0.0045,32.5353,20.4313,56.7311,20.0039,73.1447,20.3109,66.1644,57.7652
4.6533,16.6285,5.8798,0.0066,28.2533,20.4894,139.9802,20.4817,137.1973,20.0143,139.9762,20.0517
22.6070,1.6609,23.4169,0.0030,31.9616,28.6021,35.2195,30.0882,101.6529,30.5812,137.4575,57.2001
10.5522,3.1122,11.5007,0.0021,35.3954,20.9132,31.6335,20.1276,67.0794,27.9017,67.2919,110.7301
11.9294,3.9049,13.1744,0.0038,30.5906,24.9369,44.4986,22.1932,137.1466,29.2386,66.7699,20.0121
4.6547,30.0231,5.3321,0.0054,29.0286,20.0036,76.9988,24.6297,138.0420,22.1498,130.0108,20.2512
1.7964,66.6514,4.8781,0.0074,29.5935,20.1795,75.5781,26.8946,109.0598,25.6323,138.1692,23.5389
3.6030,66.4428,13.1562,0.0078,28.3932,20.0865,139.7218,20.5825,124.6792,20.0591,134.1780,20.7116
1.7317,24.4751,2.1797,0.0029,29.5977,52.7102,109.5944,20.5754,139.8575,22.2424,137.6368,20.0197
19.4787,4.4661,21.5914,0.0004,34.8012,20.5301,41.4285,28.6528,38.5976,31.9020,64.4473,57.7552
3.3119,78.3036,13.0465,0.0083,28.3667,20.0379,139.9802,20.8553,122.2161,20.0231,138.3529,20.1581
0.6081,133.6976,3.9756,0.0033,30.7420,55.7072,35.1684,21.8679,125.4748,20.0181,135.7991,21.7900
18.4786,2.3347,19.3438,0.0020,35.4076,20.1796,44.2007,27.8111,46.6811,20.4110,73.2472,109.6743
1.4169,37.5431,1.5379,0.0042,30.1781,60.3485,99.6203,26.8377,138.5243,20.0116,136.0096,23.5144
11.5558,3.7724,12.9270,0.0014,37.9085,20.1452,24.3691,46.7331,36.8088,42.4813,59.2681,109.8850
2.1840,49.1287,5.5829,0.0065,29.2185,23.1493,77.5814,23.1259,107.0928,20.1243,139.5600,20.2705
8.1535,6.8901,8.9756,0.0051,30.0988,54.4419,139.5446,21.4756,59.9582,20.0122,139.3575,20.0188
19.1953,2.4552,20.0898,0.0031,31.7416,22.4435,44.4543,23.8682,103.4441,20.1598,67.9873,43.3012
0.5712,36.5898,1.1679,0.0006,39.6697,55.9274,36.8558,28.2981,37.6244,61.3725,23.4011,123.7840
3.7201,35.1312,8.2521,0.0075,28.3235,20.0002,139.9791,21.4267,129.8057,20.0471,139.1541,20.0238
20.6219,0.9750,20.9341,0.0028,34.5435,24.5068,42.1045,20.2268,38.9807,31.1548,66.2866,58.6150
1.3295,25.6308,1.6391,0.0029,30.2867,54.2822,39.6299,20.0743,139.9895,20.0220,139.0647,20.1278
17.4643,7.6455,19.9713,0.0012,32.2844,20.0666,36.3632,22.0420,50.1312,20.9066,62.1411,22.1334
7.5023,42.3910,1.7561,0.0174,28.6942,29.1430,139.9158,20.2948,138.5170,20.0109,116.5338,20.0327
2.4966,86.1664,0.2796,0.0094,32.6328,60.4225,33.9457,26.2076,50.5368,30.0074,137.0497,20.0868
3.7910,5.8994,4.6064,0.0019,36.1724,38.5647,56.8592,34.8288,63.7077,48.7376,63.8508,111.2722
13.8262,5.9434,16.2580,0.0010,33.4016,20.0362,35.9238,20.6745,59.6558,21.9970,64.3419,53.1349
7.8242,7.4671,9.2177,0.0035,32.4947,20.2026,75.3156,54.8522,108.5679,45.1267,58.2877,24.9569
8.9476,2.1231,9.1556,0.0037,32.8744,20.0995,56.3165,22.0079,71.7586,24.9480,67.1473,59.7225
22.1717,3.5784,24.4454,0.0014,31.8982,28.8586,34.3494,29.5575,103.1068,29.3243,134.3605,55.3734
6.1923,45.7585,2.5675,0.0165,28.5645,21.0530,139.9981,25.1203,139.9627,20.0023,117.4960,20.0252
2.3269,94.3581,0.2114,0.0093,34.4578,60.4225,32.7486,27.5817,51.0730,25.5776,139.0763,86.3892
5.1722,20.1009,4.3340,0.0056,28.2875,20.0390,139.9796,20.1191,139.7912,20.9395,132.5262,20.0040
5.0285,12.8612,5.5812,0.0055,28.2713,20.1032,139.7805,20.8808,139.7912,20.9948,139.6784,20.0051
6.9351,43.5119,1.8273,0.0166,28.7116,26.4307,139.9041,22.8199,137.7078,20.6723,117.1303,20.0256
6.3221,44.5242,2.1841,0.0162,28.7329,22.9205,139.8301,27.0354,136.3287,20.0021,116.5679,20.1624
18.5683,4.1879,19.4421,0.0022,30.4749,20.2946,45.0071,20.1582,106.7928,21.6625,66.6871,20.2391
4.2657,28.7729,4.6135,0.0080,28.5069,20.2808,139.9806,27.1205,131.7565,20.1218,139.9015,20.0040
2.0141,63.5301,0.4315,0.0065,30.1961,61.0850,99.7565,26.7994,131.3905,21.2172,136.7473,20.0277
11.3405,3.8700,12.9248,0.0027,33.5543,20.2969,37.3751,30.1484,65.2500,21.8555,67.9356,55.1732
1.1506,82.6457,0.2248,0.0052,33.2269,55.3158,42.4240,25.9414,38.2378,43.1611,126.0508,20.0291
0.2786,103.0948,1.4530,0.0016,34.1356,57.6843,34.0378,25.9303,32.7162,47.3981,121.4747,27.2641
4.8950,47.1334,1.0204,0.0108,30.0012,20.0117,73.0819,42.9012,103.8212,20.1039,138.2900,22.0825
0.3887,134.2364,2.3783,0.0021,33.0927,54.9335,39.5029,20.9782,38.2378,42.8848,126.5265,20.0308
15.5717,2.3563,16.5684,0.0019,35.0159,21.4051,40.9067,20.8437,59.8644,20.2222,70.8123,109.6574
0.7549,58.5093,0.7968,0.0037,31.2567,55.4345,35.1684,29.2992,125.9107,20.0874,135.7991,30.3347
11.8387,7.3099,13.1073,0.0069,29.0098,20.4633,98.7781,27.5701,131.9460,23.0676,139.5853,21.7600
5.3331,17.2944,3.3208,0.0053,30.5453,35.0776,133.6804,22.9057,130.7130,25.2188,63.2217,42.4808
10.2648,3.1823,11.4283,0.0029,34.9386,20.4411,42.9821,20.9058,69.9312,26.2508,65.8500,108.9831
2.9800,83.3328,0.2125,0.0092,35.0454,60.4225,34.3727,26.2076,49.7860,30.0074,137.0226,106.5622
3.1703,68.0584,10.5705,0.0109,28.6042,20.2748,139.8254,26.6908,118.3681,20.1208,138.8742,20.1981
8.2763,10.8780,10.4520,0.0005,33.7177,21.3615,44.5512,39.3436,56.9658,24.4757,66.2388,44.4428
18.4277,7.2655,22.7844,0.0022,32.5773,23.6521,41.1276,27.2570,48.0517,25.4499,135.8386,60.8932
4.6473,15.4688,5.6452,0.0053,28.4822,20.1756,138.4767,27.2627,138.4085,20.0902,138.8426,20.1136
10.5870,6.9247,12.8278,0.0047,29.3854,20.6528,39.9611,22.9219,139.7832,24.3179,136.9701,21.0572
12.7356,5.1896,14.5949,0.0014,33.9808,21.3670,41.9237,21.5610,58.4675,36.6030,62.1899,52.9754
1.5855,26.9963,3.2503,0.0029,29.7884,20.6709,78.1136,20.2256,48.5325,20.0877,139.5007,22.7946
15.5218,2.2208,15.8831,0.0024,32.7525,20.5607,42.1072,20.2067,61.4381,20.9984,73.0173,49.9956
3.8613,19.0628,6.4853,0.0046,29.0539,20.0088,139.3458,26.1964,130.0560,20.0184,70.0745,20.0793
2.9950,90.7385,12.6077,0.0121,28.7599,20.0475,139.9900,26.7472,112.9366,21.7285,139.6169,22.3571
19.7605,3.2404,21.5720,0.0009,34.9464,22.3285,43.6261,27.2257,31.8543,36.7713,62.4926,50.1773
2.1359,20.1172,3.5757,0.0007,35.8314,51.6475,40.0238,20.7613,71.5091,27.0871,69.9911,114.9470
1.5862,39.1495,3.2920,0.0006,34.9123,54.5050,36.4918,29.9313,70.2777,30.3780,68.6520,57.5567
1.7192,66.4396,0.8577,0.0067,30.2625,60.3485,99.6203,26.7994,130.3734,20.0122,136.0310,23.5401
2.9983,97.3760,13.9565,0.0105,28.8481,20.0475,139.9900,26.4243,113.1692,20.1733,136.6885,26.2340
2.6857,34.9119,6.4044,0.0046,29.3313,21.3837,70.3118,24.5501,122.5574,20.0411,133.6447,24.2830
4.3148,11.0792,4.8949,0.0057,28.4004,20.1382,139.7663,23.7094,135.0755,20.4673,137.0218,20.0551
10.0537,48.2162,0.6371,0.0139,29.2714,20.0206,90.5115,24.6271,103.8204,21.9091,127.0614,20.7241
3.1611,93.3285,13.9477,0.0094,28.4494,20.0174,139.9048,22.5659,118.2168,20.1609,138.9098,20.0026
1.4510,19.5964,1.7446,0.0024,31.1435,60.4546,33.9494,26.0042,136.9918,30.0074,137.0497,20.0868
5.8204,49.6548,2.1123,0.0158,28.8019,20.0529,139.9807,27.7034,138.7438,20.0005,117.0312,25.1333
8.3022,12.5628,10.7756,0.0007,32.6274,20.7377,56.5033,22.4638,70.8719,20.1687,72.4213,59.7985
3.4387,44.2951,8.8482,0.0082,28.5944,20.0117,138.2860,25.4131,126.0098,20.0506,138.6968,22.8189
1.9065,71.3907,7.2392,0.0047,29.2241,21.8324,78.1136,20.2452,108.4556,22.3335,139.1255,22.7946
4.7401,3.6629,4.5354,0.0034,33.7857,50.6958,138.6144,21.8129,71.2155,31.5675,66.5756,112.4684
7.6166,39.8404,1.8909,0.0144,29.0545,28.7989,138.7145,29.5881,130.0486,20.0108,118.2938,20.0209
3.1193,69.8510,10.5562,0.0110,28.6173,20.0472,139.9963,26.5766,118.2583,20.1114,139.4714,21.0817
2.9976,114.0735,15.0636,0.0102,28.8585,20.0220,139.1991,27.5295,108.0284,20.0708,139.7229,24.8739
1.8105,102.5677,8.7929,0.0040,29.3976,20.6305,74.7852,26.8946,102.5977,20.3012,139.7000,21.5456
0.6099,78.9547,0.7935,0.0034,31.8556,54.5006,37.5068,26.5756,56.4303,20.1435,138.6507,20.0892
11.7914,8.8447,14.1963,0.0007,33.1295,20.2969,43.9916,25.7630,65.2500,21.9622,70.6443,55.1732
1.6302,83.1167,6.9622,0.0048,29.2268,20.0614,75.2815,26.1910,108.9617,20.0144,139.8397,20.5800
